機關代碼,段,小段,代碼,備註,所區碼,縣市別代碼,鄉鎮名稱,事務所名稱
"387160000A","民族","","5211","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","民權","","5212","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","鴨母寮","鴨母寮","5213","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","永安","","5214","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","港口","","5215","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","頂寮","","5216","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","下寮","","5217","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","西建","","5218","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","東建","","5219","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","安仁","","5220","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","文化","","5221","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","港加","","5222","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","市鎮南","","5223","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","興農","","5224","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","三條圳","","5225","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","庄北","","5226","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","庄南","","5227","增編","BF14","66000","梧棲區","清水地政事務所"
"387160000A","后里","","3000","","BD15","66000","后里區","豐原地政事務所"
"387160000A","后里","后里","3001","","BD15","66000","后里區","豐原地政事務所"
"387160000A","牛稠坑","七星","3002","","BD15","66000","后里區","豐原地政事務所"
"387160000A","屯子腳","","3003","調整","BD15","66000","后里區","豐原地政事務所"
"387160000A","中和","","3004","","BD15","66000","后里區","豐原地政事務所"
"387160000A","舊社","","3005","","BD15","66000","后里區","豐原地政事務所"
"387160000A","圳寮","","3006","","BD15","66000","后里區","豐原地政事務所"
"387160000A","四塊厝","","3007","","BD15","66000","后里區","豐原地政事務所"
"387160000A","月眉","","3008","","BD15","66000","后里區","豐原地政事務所"
"387160000A","月眉","月眉","3009","","BD15","66000","后里區","豐原地政事務所"
"387160000A","牛稠坑","","3010","","BD15","66000","后里區","豐原地政事務所"
"387160000A","七塊厝","","3011","","BD15","66000","后里區","豐原地政事務所"
"387160000A","中社","","3012","","BD15","66000","后里區","豐原地政事務所"
"387160000A","公館","","3013","註銷","BD15","66000","后里區","豐原地政事務所"
"387160000A","新店","","3014","","BD15","66000","后里區","豐原地政事務所"
"387160000A","里城","","3015","","BD15","66000","后里區","豐原地政事務所"
"387160000A","金城","","3016","","BD15","66000","后里區","豐原地政事務所"
"387160000A","義里","","3017","","BD15","66000","后里區","豐原地政事務所"
"387160000A","后義","","3018","","BD15","66000","后里區","豐原地政事務所"
"387160000A","泉州","","3019","","BD15","66000","后里區","豐原地政事務所"
"387160000A","后豐","","3020","","BD15","66000","后里區","豐原地政事務所"
"387160000A","后興","","3021","","BD15","66000","后里區","豐原地政事務所"
"387160000A","廣興","","3022","","BD15","66000","后里區","豐原地政事務所"
"387160000A","文明","","3023","","BD15","66000","后里區","豐原地政事務所"
"387160000A","文德","","3024","","BD15","66000","后里區","豐原地政事務所"
"387160000A","公安","","3025","","BD15","66000","后里區","豐原地政事務所"
"387160000A","墩北","","3026","","BD15","66000","后里區","豐原地政事務所"
"387160000A","民富","","3027","","BD15","66000","后里區","豐原地政事務所"
"387160000A","文化","","3028","","BD15","66000","后里區","豐原地政事務所"
"387160000A","平安","","3029","","BD15","66000","后里區","豐原地政事務所"
"387160000A","墩南","","3030","","BD15","66000","后里區","豐原地政事務所"
"387160000A","新公館","","3031","","BD15","66000","后里區","豐原地政事務所"
"387160000A","舊圳","","3032","","BD15","66000","后里區","豐原地政事務所"
"387160000A","中和東","","3033","","BD15","66000","后里區","豐原地政事務所"
"387160000A","中和西","","3034","","BD15","66000","后里區","豐原地政事務所"
"387160000A","舊社新","","3035","","BD15","66000","后里區","豐原地政事務所"
"387160000A","十三張","","3036","","BD15","66000","后里區","豐原地政事務所"
"387160000A","四德","","3037","","BD15","66000","后里區","豐原地政事務所"
"387160000A","四塊庄","","3038","","BD15","66000","后里區","豐原地政事務所"
"387160000A","四月","","3039","","BD15","66000","后里區","豐原地政事務所"
"387160000A","口庄","","3040","","BD15","66000","后里區","豐原地政事務所"
"387160000A","后寶","","3041","","BD15","66000","后里區","豐原地政事務所"
"387160000A","后樟","","3042","","BD15","66000","后里區","豐原地政事務所"
"387160000A","后安","","3043","","BD15","66000","后里區","豐原地政事務所"
"387160000A","后科","","3044","","BD15","66000","后里區","豐原地政事務所"
"387160000A","眉山東","","3045","","BD15","66000","后里區","豐原地政事務所"
"387160000A","眉山西","","3046","","BD15","66000","后里區","豐原地政事務所"
"387160000A","中科北","","3047","","BD15","66000","后里區","豐原地政事務所"
"387160000A","中科南","","3048","","BD15","66000","后里區","豐原地政事務所"
"387160000A","新中社","","3049","","BD15","66000","后里區","豐原地政事務所"
"387160000A","泰安","","3050","","BD15","66000","后里區","豐原地政事務所"
"387160000A","金社庄","","3051","","BD15","66000","后里區","豐原地政事務所"
"387160000A","枋寮","","3052","","BD15","66000","后里區","豐原地政事務所"
"387160000A","后森","","3053","","BD15","66000","后里區","豐原地政事務所"
"387160000A","牛稠新","","3054","","BD15","66000","后里區","豐原地政事務所"
"387160000A","七星","","3055","","BD15","66000","后里區","豐原地政事務所"
"387160000A","新店東","","3056","增編","BD15","66000","后里區","豐原地政事務所"
"387160000A","新店西","","3057","增編","BD15","66000","后里區","豐原地政事務所"
"387160000A","神岡","","3300","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","山皮","","3301","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","北庄","","3302","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","圳堵","","3303","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","新庄子","","3304","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","社口","","3305","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","大社","","3306","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","三角子","","3307","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","社南","","3308","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","建國","","3309","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","下溪洲","后寮","3310","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","下溪洲","後壁厝","3311","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","望寮","","3312","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","圳前","","3313","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","福隆","","3314","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","厚生","","3315","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","林厝","","3316","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","神圳","","3317","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","順濟","","3318","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","神林","","3319","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","神洲","","3320","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","大富","","3321","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","岸裡","","3322","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","大社東","","3323","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","大洲","","3324","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","前寮","","3325","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","神工","","3326","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","十五庄","","3327","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","豐洲北","","3328","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","豐工","","3329","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","石橋","","3330","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","大明","","3331","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","大豐","","3332","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","國豐","","3333","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","三角東","","3334","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","三角西","","3335","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","光啟","","3336","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","李洲","","3337","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","溪洲","","3338","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","竹圍","","3339","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","朝清","","3340","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","福庄","","3341","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","仁愛","","3342","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","光復","","3343","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","新和","","3344","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","新興","","3345","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","新圳","","3346","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","圳北","","3347","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","六張","","3348","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","溝心","","3349","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","宋厝","","3350","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","新社口","","3351","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","庄前","","3352","","BD16","66000","神岡區","豐原地政事務所"
"387160000A","瓦磘腳","","3353","增編","BD16","66000","神岡區","豐原地政事務所"
"387160000A","潭子","","6700","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","甘蔗崙","","6701","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","校栗林","","6702","註銷","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","東員寶","","6703","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","瓦𠐟子","","6704","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","茄荎角","","6705","註銷","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","頭家厝","","6706","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","大埔厝","大埔厝","6707","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","大埔厝","牛埔子","6708","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","聚興","","6709","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","聚興","新興","6710","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","潭北","","6711","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","潭秀","","6712","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","潭陽","","6713","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","石牌","","6714","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","潭興","","6715","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","復興","","6716","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","聖宮","","6717","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","大新","","6718","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","甘潭","","6719","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","栗林","","6720","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","祥和","","6721","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","安和","","6722","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","潭富","","6723","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","工區","","6724","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","興華","","6725","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","僑忠","","6726","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","華泰","","6727","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","嘉仁","","6728","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","嘉豐","","6729","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","東寶一","","6730","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","東寶二","","6731","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","東寶三","","6732","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","東寶五","","6733","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","東寶六","","6734","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","東寶七","","6735","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","家興","","6736","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","頭張","","6737","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","中興","","6738","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","頭家","","6739","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","家福","","6740","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","中山","","6741","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","摘星","","6742","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","大豐","","6743","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","大富","","6744","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","弘富","","6745","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","大德","","6746","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","牛埔","","6747","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","帝君","","6748","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","豐興","","6749","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","僑興","","6750","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","興龍","","6751","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","田興","","6752","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","新潭","","6753","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","寶興","","6754","","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","新田","","6755","增編","BH17","66000","潭子區","雅潭地政事務所"
"387160000A","大雅","","7000","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","埔子墘","","7001","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","上橫山","","7002","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","下橫山","","7003","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","上員林","","7004","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","下員林","","7005","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","四塊厝","","7006","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","六張犂","","7007","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","十三寮","","7008","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","花眉","","7009","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","西員寶","","7010","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","橫山","","7011","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","馬岡","","7012","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","上楓","","7013","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","三和","","7014","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","四德","","7015","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","自立","","7016","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","自強","","7017","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","民生","","7018","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","大榮","","7019","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","學雅","","7020","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","大明","","7021","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","永興","","7022","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","中山","","7023","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","雅潭","","7024","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","四維","","7025","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","科雅","","7026","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","花眉庄","","7027","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","西員寶北","","7028","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","六寶","","7029","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","六雅","","7030","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","員寶","","7031","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","清雅","","7032","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","忠雅","","7033","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","寶雅","","7034","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","秀雅","","7035","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","秀山","","7036","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","清泉","","7037","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","田心","","7038","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","中和","","7039","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","信和西","","7040","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","信和東","","7041","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","馬厝","","7042","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","山德","","7043","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","陽明","","7044","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","永和","","7045","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","振興","","7046","","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","朝順","","7047","增編","BH18","66000","大雅區","雅潭地政事務所"
"387160000A","新社","新社","5700","","BG19","66000","新社區","東勢地政事務所"
"387160000A","新社","食水嵙","5701","註銷","BG19","66000","新社區","東勢地政事務所"
"387160000A","新社","山頂","5702","註銷","BG19","66000","新社區","東勢地政事務所"
"387160000A","新社","復盛","5703","註銷","BG19","66000","新社區","東勢地政事務所"
"387160000A","七分","七分","5704","","BG19","66000","新社區","東勢地政事務所"
"387160000A","七分","十分","5705","","BG19","66000","新社區","東勢地政事務所"
"387160000A","七分","水井子","5706","","BG19","66000","新社區","東勢地政事務所"
"387160000A","大南","大南","5707","","BG19","66000","新社區","東勢地政事務所"
"387160000A","大南","番社嶺","5708","","BG19","66000","新社區","東勢地政事務所"
"387160000A","水底寮","上水底寮","5709","","BG19","66000","新社區","東勢地政事務所"
"387160000A","水底寮","下水底寮","5710","","BG19","66000","新社區","東勢地政事務所"
"387160000A","鳥銃頭","","5711","更正","BG19","66000","新社區","東勢地政事務所"
"387160000A","馬力埔","","5712","","BG19","66000","新社區","東勢地政事務所"
"387160000A","永居湖","","5713","","BG19","66000","新社區","東勢地政事務所"
"387160000A","二櫃","","5714","","BG19","66000","新社區","東勢地政事務所"
"387160000A","三友部","","5715","更正","BG19","66000","新社區","東勢地政事務所"
"387160000A","食水嵙","","5716","","BG19","66000","新社區","東勢地政事務所"
"387160000A","中正","","5717","","BG19","66000","新社區","東勢地政事務所"
"387160000A","糖𠖎","","5718","","BG19","66000","新社區","東勢地政事務所"
"387160000A","新安","","5719","","BG19","66000","新社區","東勢地政事務所"
"387160000A","國校","","5720","","BG19","66000","新社區","東勢地政事務所"
"387160000A","新農","","5721","","BG19","66000","新社區","東勢地政事務所"
"387160000A","新中","","5722","","BG19","66000","新社區","東勢地政事務所"
"387160000A","復盛","","5723","","BG19","66000","新社區","東勢地政事務所"
"387160000A","月湖","","5724","","BG19","66000","新社區","東勢地政事務所"
"387160000A","龍安","","5725","","BG19","66000","新社區","東勢地政事務所"
"387160000A","崑山","","5726","","BG19","66000","新社區","東勢地政事務所"
"387160000A","神木","","5727","","BG19","66000","新社區","東勢地政事務所"
"387160000A","新大南","","5728","","BG19","66000","新社區","東勢地政事務所"
"387160000A","新水井","","5729","","BG19","66000","新社區","東勢地政事務所"
"387160000A","新南","","5730","","BG19","66000","新社區","東勢地政事務所"
"387160000A","永興","","5731","","BG19","66000","新社區","東勢地政事務所"
"387160000A","協中","","5732","","BG19","66000","新社區","東勢地政事務所"
"387160000A","湳嶺","","5733","","BG19","66000","新社區","東勢地政事務所"
"387160000A","新七分","","5734","","BG19","66000","新社區","東勢地政事務所"
"387160000A","新馬力埔","","5735","","BG19","66000","新社區","東勢地政事務所"
"387160000A","種苗圃","","5736","","BG19","66000","新社區","東勢地政事務所"
"387160000A","興中","","5737","","BG19","66000","新社區","東勢地政事務所"
"387160000A","華豐","","5738","","BG19","66000","新社區","東勢地政事務所"
"387160000A","二苗圃","","5739","","BG19","66000","新社區","東勢地政事務所"
"387160000A","頭嵙","","5740","","BG19","66000","新社區","東勢地政事務所"
"387160000A","上水底寮一","","5741","增編","BG19","66000","新社區","東勢地政事務所"
"387160000A","下水底寮","","5742","增編","BG19","66000","新社區","東勢地政事務所"
"387160000A","石岡","石岡","5900","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","石岡","金星面","5901","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","石岡","九房厝","5902","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","仙塘坪","","5903","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","社寮角","社寮角","5904","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","社寮角","梅子樹腳","5905","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","土牛","土牛","5906","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","土牛","南眉","5907","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","土牛","崁子下","5908","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","岡尾","","5909","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","萬安","","5910","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","長庚","","5911","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","金星","","5912","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","廣興","","5913","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","萬興","","5914","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","梅子","","5915","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","國校","","5916","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","德興","","5917","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","新岡尾","","5918","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","新萬安","","5919","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","新長庚","","5920","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","新金星","","5921","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","新廣興","","5922","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","新萬興","","5923","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","新梅子","","5924","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","新國校","","5925","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","新德興","","5926","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","崁子下","","5927","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","南眉","","5928","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","八寶圳","","5929","","BG20","66000","石岡區","東勢地政事務所"
"387160000A","新金星面","","5930","增編","BG20","66000","石岡區","東勢地政事務所"
"387160000A","龍興","","5931","增編","BG20","66000","石岡區","東勢地政事務所"
"387160000A","石忠","","5932","增編","BG20","66000","石岡區","東勢地政事務所"
"387160000A","電火圳","","5933","增編","BG20","66000","石岡區","東勢地政事務所"
"387160000A","運動","","5934","增編","BG20","66000","石岡區","東勢地政事務所"
"387160000A","六分","","4000","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","鐵砧山脚","","4001","更正","BE21","66000","外埔區","大甲地政事務所"
"387160000A","磁磘","","4002","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","大甲東","","4003","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","內水尾","","4004","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","馬鳴埔","","4005","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","土城","","4006","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","廍子","","4007","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","永豐","","4008","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","新六分","","4009","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","永吉","","4010","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","新磁磘","","4011","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","大同","","4012","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","二崁","","4013","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","三崁","","4014","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","上土城","","4015","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","下土城","","4016","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","水美","","4017","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","甲東","","4018","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","東泰","","4019","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","新城","","4020","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","大東","","4021","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","上鐵山","","4022","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","下鐵山","","4023","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","蕃社","","4024","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","頂竹圍","","4025","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","馬鳴","","4026","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","風坑","","4027","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","上廍子","","4028","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","下廍子","","4029","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","虎尾寮","","4030","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","水美南","","4031","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","水美西","","4032","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","水美北","","4033","","BE21","66000","外埔區","大甲地政事務所"
"387160000A","水美東","","4034","增編","BE21","66000","外埔區","大甲地政事務所"
"387160000A","頂大安","","4300","","BE22","66000","大安區","大甲地政事務所"
"387160000A","下大安","","4301","","BE22","66000","大安區","大甲地政事務所"
"387160000A","三十甲","","4302","","BE22","66000","大安區","大甲地政事務所"
"387160000A","北汕","","4303","","BE22","66000","大安區","大甲地政事務所"
"387160000A","海墘厝","海墘厝","4304","","BE22","66000","大安區","大甲地政事務所"
"387160000A","海墘厝","大安港","4305","","BE22","66000","大安區","大甲地政事務所"
"387160000A","海墘厝","溫寮","4306","","BE22","66000","大安區","大甲地政事務所"
"387160000A","田心子","","4307","","BE22","66000","大安區","大甲地政事務所"
"387160000A","龜匳","","4308","更正","BE22","66000","大安區","大甲地政事務所"
"387160000A","溪洲","","4309","","BE22","66000","大安區","大甲地政事務所"
"387160000A","牛埔","","4310","","BE22","66000","大安區","大甲地政事務所"
"387160000A","三塊厝","","4311","","BE22","66000","大安區","大甲地政事務所"
"387160000A","中庄","","4312","","BE22","66000","大安區","大甲地政事務所"
"387160000A","南庄","","4313","","BE22","66000","大安區","大甲地政事務所"
"387160000A","南埔","","4314","","BE22","66000","大安區","大甲地政事務所"
"387160000A","東勢尾","","4315","","BE22","66000","大安區","大甲地政事務所"
"387160000A","福興","","4316","","BE22","66000","大安區","大甲地政事務所"
"387160000A","松子脚","","4317","更正","BE22","66000","大安區","大甲地政事務所"
"387160000A","頂腳踏","","4318","註銷","BE22","66000","大安區","大甲地政事務所"
"387160000A","下腳踏","","4319","註銷","BE22","66000","大安區","大甲地政事務所"
"387160000A","安實","","4320","","BE22","66000","大安區","大甲地政事務所"
"387160000A","安行","","4321","","BE22","66000","大安區","大甲地政事務所"
"387160000A","安農","","4322","","BE22","66000","大安區","大甲地政事務所"
"387160000A","安地","","4323","","BE22","66000","大安區","大甲地政事務所"
